id,name
0186575a-47e2-4ceb-87af-e3351593f9c5,Virgin Islands Us
028323f5-e441-4f2c-9693-eb3ec09a210b,Venezuela
02a7ee44-07ee-4f58-81ca-25372369550e,Switzerland
034ed7d5-bef5-466b-bb58-3dbc0bba0c9a,Uganda
06072469-90c4-4ed9-bff1-caf0743875fd,Senegal
067a4ad1-e413-40de-9c2a-eaadef02f492,Eritrea
079e5411-9898-47e9-a13a-1f2dd46f43dc,Poland
08717da0-ff87-476a-a60a-da85e81c95f6,Paraguay
087a6fdf-22d9-4c1f-976b-c208a227d77c,Indonesia
0a0bfbba-d286-4e39-911c-5c863e392422,Puerto Rico
0b0cbfd2-b399-421f-bf01-48631bd44504,Canada
0c891d4c-7c73-4d43-94f7-745644f8641b,Kosovo
0c9d79b8-25dc-4377-be9f-3ef9cf3c8272,Ecuador
0d0d911d-cbe3-4952-8dc1-db572a33a5fe,Falkland Islands (Malvinas)
0d1857a9-fea1-4aae-b24a-40f4846a34c0,Sweden
0d920bca-2d52-4d8d-9f73-994b2e9ad8a7,United States Minor Outlying Islands
0ecdbf5d-63ea-4bed-8596-983133bd22de,Suriname
0f95e983-f115-4f13-8863-155866eae521,Chad
1095b9d3-71a4-4c9c-8e9b-4fad09c95b94,Barbados
10d101d5-bd96-4c18-961d-db22887e7bce,Chile
10d749f1-a690-4097-812c-30bbf70df2a7,Guam
1130647d-a7f7-4733-95b3-1ce881df4d64,North Macedonia
121db7a2-b637-4fea-ade0-48969cdd898d,Honduras
132f1eff-b973-4a01-9e82-02d931464875,Malta
1358e34f-1975-4262-8ea2-fcd4de7b6ed8,Iran
17ffbb2f-bfa0-4c2e-b74a-037468b31a39,Luxembourg
19878c85-bc3f-4692-8c65-4062e2207bd5,Tuvalu
1a32ae05-5c71-43a2-9e27-db2f4de0b566,Croatia
1ab4e5cf-69a2-4e92-824c-fc41673a748a,Rwanda
1df89c94-fa0e-4736-9f46-8358d64f39de,French Polynesia
20f4dcfb-a0c1-491e-8f72-fef83eb9e4a1,Mongolia
234f423c-4c37-44eb-b75b-f1284d7cea82,Cocos (Keeling) Islands
23db2c14-543a-4018-a130-dc52327b5593,Slovenia
23ed4540-0f83-48f4-909f-b9f9ca3344cd,Togo
25119e43-b480-4429-a955-3697c2f3b0fd,Wallis And Futuna
2602a54d-c48e-486c-9cc4-0df7a700ffcd,Mozambique
26eca070-972b-4efa-b188-26bae37372d8,Benin
27a74dab-1bc0-49fe-9d20-8ac6a63cb1cb,Seychelles
28d5a7dc-2a1b-4197-b304-06ceb9811f3e,Laos
28e6ed7d-389a-4d12-ba02-8852fa34ecb0,Vanuatu
297af37d-e2dc-47d6-81ce-70c984b52763,Mexico
2a23985f-04fb-4118-ac44-301cc17e4789,Montserrat
2b072c50-f346-4f8b-a34b-b3d00d689752,New Zealand
2c233fe5-cc32-412e-9181-6dc162b8d2f7,Iraq
2cbfaed7-1b6d-4846-aa0b-dead1740f828,Niger
302781f6-1e24-4b94-9d47-bab7144c886a,Ivory Coast
31045dd1-8dbf-4cc6-986a-8f32a0522e76,Curacao
322e3858-693c-4a92-8a2d-b63148977635,Namibia
3385c06c-fde6-4bc9-b90e-cdcf86c512e2,Bahamas
33c42085-eedb-451f-822b-b3135e167024,Israel
33f48c01-2cb5-4916-badd-37e491913b46,Russia
3449e592-a7d7-4a18-b49e-f7f502262684,Reunion
344a7fb6-b429-47da-a795-7830407e8811,Tunisia
3531b2c5-208f-4e9b-9480-5b96f74939d3,Fiji
36337cad-d7c2-4ba6-9ad5-7c0bd7ac0f68,Colombia
367e0920-806f-4572-b3f3-e61be0ca1abe,South Korea
37ce4676-ea23-4019-b7d9-a398f01f9846,Lesotho
3896e1d0-7194-48d3-bddd-6284dcf6411d,Hong Kong
3992c069-3645-4290-9144-eb9a9a286a13,Turkey
3b217730-3238-45bf-99fd-7ee02253d05c,Japan
3b76ae76-2655-4db2-b79a-24529fd6e680,Ireland
3bd1e067-c26c-4a24-a406-4a57391d8ca6,Greenland
3bed478f-3e4d-487b-8122-5e5d56d3ee62,Antarctica
3e7b73fc-c4a2-4d37-ab6f-00429481d7aa,Czechia
4010a2ce-ba14-4d16-a5ad-90271ab927dd,Trinidad And Tobago
409dfa86-d15b-44cc-bc5a-dff659526394,Estonia
41ad414b-d064-4fe3-9e2f-5a4ab16e2edc,Guatemala
425c61b9-6e40-4967-b2ac-8bb546542232,Samoa
427ec0d3-af98-48f7-bbf4-35ec8830bcd3,Dominican Republic
42a4368d-8d85-490e-9974-97eed67796c5,Anguilla
4339df0b-6983-44f9-87e5-db28764f21e4,Virgin Islands British
43ab8c7e-2e61-48ad-bf53-4e693ac15157,Marshall Islands
44d82551-1923-4c88-9785-3db606a42445,Lithuania
489a734d-5dd7-4dc7-bf82-5f0ff019a917,Portugal
48b0997f-ed22-49ff-8310-f47edcd3c4bb,Saint Lucia
4c62e5e3-e54c-4419-96bf-c4783d3a8893,Romania
4d668b71-db1a-4e50-88af-92747e1b9f8b,Cook Islands
4dc14113-ea40-465d-a65b-a2bc67ca7107,Singapore
4fe8285e-261d-4565-9f81-8d1a71308690,Argentina
510c3960-ab1f-4894-94b0-a98f86f8be09,Syria
513a705b-ecc1-4557-9a71-46ae97cc6236,Tonga
51cc58e9-e351-4581-9dc5-884f52356ec8,Aruba
55c7d777-f234-46c8-930c-7ec8cb613f58,Latvia
55cf8cb2-40ad-493e-9598-0009d2fd3400,Guadeloupe
58c10a12-adb6-428f-8c33-08f7701a7220,Macao
59aed205-9b55-4be9-a7e5-b2934b197b7a,Belize
59c50e13-d9c6-4556-af8b-b2d757f484f1,Isle Of Man
5a10b143-5290-4cd8-ac5d-a14138fdc3e9,American Samoa
5a4f69cf-e2f4-40ce-8c6c-bed41fe4c8a7,Congo
5b6403fb-4d91-4e5b-aeb3-25ede9544af3,Austria
5bb0e9c7-abb1-43fc-b38b-012e4787d234,Bangladesh
5c5670a9-d792-4e7d-b7f3-80de150b34ad,Nicaragua
5cb55f1e-d8c2-4cbc-978b-2b31128434ef,Bolivia
5d0e3f84-a130-4931-9b3e-a11a3721b682,Libya
5dbf665e-61ef-4176-a85c-fa38999f9707,Nauru
5e12d54a-f08b-43b1-a6f4-8257d0cecc13,Costa Rica
5e53aa6a-ee78-4126-8515-d1af4def0cb2,Cambodia
60c691f7-616e-4714-97d8-1278830833bc,Iceland
613c2fde-d1af-4e55-ad52-1ae7bf5b8f74,Brunei
614cdef5-218c-4235-9f38-a0cb94e00c56,Turkmenistan
6203800f-6588-4c31-b976-165f4a4d7e26,Gabon
629c4b82-e522-43cc-bf2f-64e8603e2d2f,Mauritania
62bc6c31-519c-4378-933f-f1440e26f4ec,Italy
641959f5-583c-4de1-b3fd-f63324c58c6c,Mauritius
6504e248-908e-4d04-a6cf-ece9a1e343a3,Germany
664d1c16-3526-4144-b01e-75b0e2ab8a88,Vietnam
680857b9-be59-4391-86fa-8135b08e4c87,Cape Verde
68701af6-19dd-4bf1-a616-1e31759c2e14,Peru
68cf0a5b-4a6f-4449-89b2-7e35d74eab48,Belarus
691cae91-74e8-4351-8510-25268d488e64,France
69b13662-46c6-4e8a-9ea6-d7c89f77e82f,Nigeria
6b2422d2-a78c-4285-b7d5-bccbeb50ffcf,Bulgaria
6b57a1d6-e621-4567-be52-6d4f51b92f42,Somalia
6be6b2f9-73fb-46f1-9cda-749839696abc,Bermuda
6f6f7137-972f-486f-a8a9-f4c49394737a,Guinea
70da46c2-e10e-4e23-ae31-2c34463e00c7,Jordan
722c0986-a62c-41d9-953a-aa63fce08526,Grenada
758c5dae-6fe2-448c-ae46-98ff9eff1b1b,Ethiopia
76f69d5a-ed23-4545-adb3-fc4c813c459e,El Salvador
7722dcdb-10dd-40d9-a338-e6a57e3056b9,Palau
78fc9911-ab75-41a4-8b81-f0fd0bdb87b8,Afghanistan
796c6dfa-1dd1-44e2-aac3-1aa1633501c4,Central African Republic
7c6f5d1c-d92b-478c-a681-b0a64c4791b7,Sri Lanka
7dcdf6ac-2531-42a9-b107-b0d98457583c,Pakistan
7e09430a-1875-4a0b-8f1c-3879738ff064,Yemen
7f04ef56-a764-4d6b-97b2-2638edd2ebd5,Malawi
7fdaaec9-bd81-43ea-86da-3e801b0a5c09,Morocco
7feb41bf-8a07-48b3-8d5c-04db9c5ae488,Lebanon
8210399c-93c9-438a-a09c-4b0845d239be,Ghana
823a6097-bc16-496e-9773-e9019125f984,Saint Pierre And Miquelon
830c3927-a70c-4750-885a-07c63d3bd4d3,Slovakia
83ceefaf-7c11-4071-bfe7-a58dab6d6132,New Caledonia
85391181-0ea4-4c1d-8ee2-e2b23a0997ce,Oman
870ed4d0-e111-4a11-9523-5c80795cef1e,Monaco
885b8972-e59c-4091-b4e5-d4616960a18e,Brazil
8962a3de-e7a5-4212-84b0-8f84869f2bb0,Algeria
8b0fecac-e1b4-454f-973f-ce8993f2e83c,Ukraine
8b51672a-0152-4037-9b9b-946883261ef8,Albania
8b9fb370-c0bd-499c-85ed-1989b0681bd4,Solomon Islands
8cb018eb-9dde-4767-b4b2-f6119137d575,Guinea-Bissau
8d7d7060-5906-4f12-82bd-ccc85b0eeefc,Liberia
8dfdddd5-c26c-4624-8859-222dd739757d,Guyana
8e7f0078-637a-4e62-b183-360a9f73a8c7,Martinique
8eba3907-25f4-4b49-8d7e-dbdadbc78b27,Jersey
8ec0ec62-d040-4930-8ccb-cb6f54de1c3a,Uruguay
8f67bdb8-04e0-4c5b-9658-0e509ed47581,Bahrain
9047d98f-5a03-432e-9023-13fe661f8fc4,Thailand
919c0c2d-d7c9-4b26-95cb-8d63826f99c6,India
91f7513e-586c-4708-ad9a-c850832a0955,Bosnia And Herzegovina
92991052-7f35-425e-8143-f41e2921ddaa,Saudi Arabia
94e58339-1f59-4770-9813-0fe51bec20c8,Northern Mariana Islands
98f23004-1585-4871-a392-c2200e5424a7,Moldova
9a0d49a3-3f8f-42b6-bb40-6632a5f377c0,Montenegro
9b621479-2351-45c1-8797-4eba1938b803,North Korea
9d4dad07-929d-44bb-a8a2-b8500e5fd850,Uzbekistan
9e266649-1da6-4fc1-85b0-bfdcf9ed854e,Taiwan
9f56ed7b-fd71-47f2-8294-f850e55f5353,Democratic Republic Of The Congo
a14c63de-a0c3-4595-a02e-63117b17c5c4,Burkina Faso
a1ee413c-c497-46eb-a66f-6bb63a38205c,Tanzania
a29ebec5-13b1-4e66-9349-310829d3c708,Cuba
a4586e44-2f52-4b2e-8ef4-ad6db8b44e09,Denmark
a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,United States
a497494b-3f5b-43cf-bf9f-be2e36d26d53,Burundi
a62a772d-20dd-4b15-a2e3-d1c157fd647c,Djibouti
a96f5059-b845-448d-8fb4-d3841a99ac97,Mayotte
ab7db281-9c27-4296-9fec-342f03dd508a,Mali
ae1bb299-55d1-4cda-8773-6424c7c61cac,Faroe Islands
afe268ed-5701-4c10-a1ac-62539520ea09,Malaysia
b0fb0d86-9045-4d55-91ab-c6f30e2e440b,Kazakhstan
b2033d5c-92a6-4d93-9cf5-1f5c45dc4cc3,Gambia
b276f73e-872d-4534-9d8f-46f771f0c6f5,Bhutan
b5672909-d7d8-4d89-9f18-d9ed166cd44d,French Guiana
b5855eb6-42fe-4b3c-98a6-fa3f97a1ffce,Azerbaijan
b616b3e6-4a47-4ca6-83c8-d6c1e6ca2b7e,Antigua And Barbuda
b65c4300-146f-4fa2-a753-cb4fd8d699de,China
b7213b09-901d-429e-ba24-99ff4b44e9a0,Armenia
b74ee020-93fd-4a00-9f3a-735fb13d07c5,Gibraltar
b84d4e28-0db7-4f5c-acca-9612a2db8428,Georgia
ba7be6e9-c659-484a-bd88-337b761d3ffa,Guernsey
bc23f14b-7950-48be-aa52-3c7b6c6484c5,Egypt
be5caaf9-6c10-4021-8b32-ad95df965659,Dominica
bfa1d62a-c5c4-41b5-acd5-145a9a99638b,Kuwait
c2e287e9-453b-4875-bf90-0de52f53b13d,Finland
c3a96636-b61b-4683-9f11-a43ef3f21871,Angola
c4cfe957-575f-4382-b096-bbee632e78c6,Myanmar (Burma)
c713378f-9aa6-4436-88a1-b163fadf1dc7,Timor-Leste (East Timor)
c93a4981-8a3e-41f3-8b82-57ac49e49ad6,Saint Vincent And The Grenadines
c9cc9c16-2c55-43f8-9a6f-4099ae4cdb95,Serbia
cb1fc6ff-268e-43bb-bea6-b04ba70039fa,Nepal
cea52326-522a-4dc4-858a-fc127d767373,Zambia
d00cfc12-2868-44a2-9117-208ed742ce32,Australia
d0f25407-8649-4d77-88cb-b6f57eeec874,Greece
d1459427-79e3-4918-9f31-4bfe1f49ac21,South Africa
d3838f72-9096-4162-aa6d-7e42f287bd9e,Panama
d40f060a-d2ec-4563-bddf-afbc508852e0,United Kingdom
d722ce0f-5344-48ae-824c-75cf06281e17,Sudan
d8b07e49-9fa0-44d1-bcd1-c991e3a57738,Tajikistan
dacb9ae9-11d1-44ff-8e38-b76c408e4c7b,Zimbabwe
dc1a07fe-6652-4074-ab6c-45d0d9270a61,Kiribati
de46c9a5-7b27-4b51-a513-1530fb28ba69,Netherlands
dfb42fe9-a191-4421-8d23-1b669bdb4c64,Maldives
e285ce44-75c8-42dd-82b2-e8bcf6ebf681,Eswatini
e29141fc-79ec-4a29-9184-d1e641b06db5,Sierra Leone
e2a2afd7-e740-4d5f-bf66-1115aa3a7374,Qatar
e3faf432-c1ac-402a-ba26-e80a3013f4d8,Cyprus
e45d4f2b-e1c2-4f54-9908-de835d52ede3,Saint Helena
e5128f3a-2f34-4b68-bcc1-bdf4ebe20f8b,Papua New Guinea
e6f58406-4039-49f8-ae7c-7ddbeb63e577,Sao Tome And Principe
e7c4a57c-7ffd-478e-832f-207aeb6d6545,Cameroon
e875e0da-507e-4d1b-a34b-1fc3f8e078d2,Haiti
e977c5b5-eecd-40ed-acfa-b9015e1cb35e,Belgium
