id,name,country_id,timezone_id
0015ca99-21ac-497b-8b18-a29026f2eeaa,Bonaire,de46c9a5-7b27-4b51-a513-1530fb28ba69,4acd30ce-0a8c-4a4e-9cd5-9617ddaf97d7
0017b6ed-0f14-4031-8c3c-3073854a5592,Augusta,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,0aa86eb5-c018-4494-9568-a4b2e2d62f60
0022631e-c91d-431f-bb5e-70ebdcd4fbfc,Lecce,62bc6c31-519c-4378-933f-f1440e26f4ec,01be7650-a682-4d3c-ba8a-8be0ba2462d7
002cad94-2574-4099-8d96-f4c8a4d95e15,San Pedro Sula,121db7a2-b637-4fea-ade0-48969cdd898d,4d7ed60f-9376-48d2-b6d9-0a3c051340a4
00402406-d5ec-4b24-8a30-f1c3a126c906,Coimbatore,919c0c2d-d7c9-4b26-95cb-8d63826f99c6,25ba394e-c686-4103-b217-7b9cf0021b09
005986a2-e8fe-4754-a9c8-c328fe450056,Bauru,885b8972-e59c-4091-b4e5-d4616960a18e,099f08d9-ccfe-4de5-b293-deced02e671a
006c35e8-f3a1-4693-954e-068fc33a502d,Neumayer Station III,3bed478f-3e4d-487b-8122-5e5d56d3ee62,15dd62a4-371f-4fb6-9864-47961ad566a4
007652d8-de5f-4253-bc53-1825823362ea,Pullman,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,0f43891f-9288-4e28-902d-58e38e1d94a3
00797a03-5d71-4606-9474-016caca95ebe,Gloucester,d40f060a-d2ec-4563-bddf-afbc508852e0,16cf4482-e8be-4608-b4ca-4f639f2f5daa
007bb41c-7707-4b87-8c92-93353cbf2d55,Savannakhet,28d5a7dc-2a1b-4197-b304-06ceb9811f3e,36967af4-f3dc-4ba7-8348-889ad4cc92df
00b13589-fb49-463a-b9b5-bcd3b53a4ec6,Durant,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,203535ae-fc9e-4d1a-83da-546ecde2487f
00b1f333-2c55-48de-b9e5-127be3f2b4ef,Salisbury,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,0aa86eb5-c018-4494-9568-a4b2e2d62f60
00b2f550-9747-4adf-9ddc-f345aae601d7,Rothsay Mine,d00cfc12-2868-44a2-9117-208ed742ce32,048ce447-aa58-462c-b8a7-3e618aff2b44
00c6f9cc-4917-42ea-95f1-ede511f49ed8,Baicheng,b65c4300-146f-4fa2-a753-cb4fd8d699de,53e80434-8a71-4c1c-a6e2-9b9ba377a918
00c72098-0d6e-4bba-8997-dd4955ee5335,Calvi,691cae91-74e8-4351-8510-25268d488e64,021eaae8-9154-45f6-a287-8e9a3bd217c7
00fb5bfd-7fc3-4d47-b533-e9aaaed3d2b8,Antananarivo,f75d59d3-9a06-4899-903a-de873cfa6758,7c84b2ee-6d04-4663-b97f-91e44ac4ebe0
011f8c4e-7232-4e4c-86b0-c2fcdfef4088,Beida,5d0e3f84-a130-4931-9b3e-a11a3721b682,87849ba6-90bb-46c5-a9ad-c1b007b570eb
0134d014-470d-4a1f-ac4a-911302435d4f,Brunette Downs,d00cfc12-2868-44a2-9117-208ed742ce32,46738111-6eec-453d-b293-8da304b9cc30
0136b5f6-4beb-486b-a194-c77a88c4fb69,Derby,d00cfc12-2868-44a2-9117-208ed742ce32,048ce447-aa58-462c-b8a7-3e618aff2b44
013fce41-b149-40ba-b3e5-4cbb40781daf,Armenia,36337cad-d7c2-4ba6-9ad5-7c0bd7ac0f68,55c7e8fa-c68d-4bbd-9ed1-ce4ab920d28a
01410a9e-1c29-424c-b35e-ca350bd7aee1,Cherbourg,691cae91-74e8-4351-8510-25268d488e64,021eaae8-9154-45f6-a287-8e9a3bd217c7
0146764d-443c-40a6-b459-83f914b01e79,Millville,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,0aa86eb5-c018-4494-9568-a4b2e2d62f60
01526c33-d631-47bd-a26b-de9208e4f625,Brussels,e977c5b5-eecd-40ed-acfa-b9015e1cb35e,3d04e47f-5d4c-4049-adaf-766d19c62301
016e4a6c-7a60-45de-b5e8-2445a4989f41,Zahedan,1358e34f-1975-4262-8ea2-fcd4de7b6ed8,0726710b-e27c-46b1-971f-5516fac9ca76
019c3e44-f35c-44e0-b599-17dbac446406,Hechi,b65c4300-146f-4fa2-a753-cb4fd8d699de,53e80434-8a71-4c1c-a6e2-9b9ba377a918
019c55c9-4968-41f4-8443-56d428c94890,Jasper,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,203535ae-fc9e-4d1a-83da-546ecde2487f
01aca40b-df13-4022-80de-19edaa3ffce7,Kapuskasing,0b0cbfd2-b399-421f-bf01-48631bd44504,795c6125-2c2e-4ae3-8808-59394d6c8e17
01b193e6-7f9e-4685-9338-0b4c43f995e9,Gurupi,885b8972-e59c-4091-b4e5-d4616960a18e,6bf2d4db-ba4b-4b66-84e1-ceb7672dfdd7
01bac8f6-2528-4539-be61-f012471d1556,Jagdalpur,919c0c2d-d7c9-4b26-95cb-8d63826f99c6,25ba394e-c686-4103-b217-7b9cf0021b09
01c1d8a1-204a-4fe2-95bc-76e95df83380,Arthur's Town,3385c06c-fde6-4bc9-b90e-cdcf86c512e2,4a0b93fa-677d-42e0-b83e-20f9a372285d
01c27129-d2ae-4f90-b341-de9108dba59e,Venetie,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,076f878b-2584-4457-bac2-049f18425585
01c7216d-fbd5-4061-acde-5cc81bea2a19,Shirdi,919c0c2d-d7c9-4b26-95cb-8d63826f99c6,25ba394e-c686-4103-b217-7b9cf0021b09
01d4c315-8869-42ce-b1ce-747c14e63415,Bandar Lengeh,1358e34f-1975-4262-8ea2-fcd4de7b6ed8,0726710b-e27c-46b1-971f-5516fac9ca76
01d6fce2-c964-4558-b196-b7aed92ae47a,Fayetteville,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,203535ae-fc9e-4d1a-83da-546ecde2487f
01f0c10a-ba7e-4019-a465-3060b72a0963,Luzhou,b65c4300-146f-4fa2-a753-cb4fd8d699de,3379bd65-976b-448d-a083-b591b2751781
02304988-6906-49d3-a508-c23bf607145d,Cobar,d00cfc12-2868-44a2-9117-208ed742ce32,06b4f505-443b-4569-9242-ad35e525fd90
02369249-c176-4d67-bcd1-2c7f218918cf,Wapekeka,0b0cbfd2-b399-421f-bf01-48631bd44504,17bb0d90-b443-496b-9187-03ac6e8cb36c
023d5fe6-1751-47cd-b167-69f20814f09b,Rafha,92991052-7f35-425e-8143-f41e2921ddaa,3b3e0c02-d315-4089-ba28-cc7e2c1838ce
02467c68-1bcf-4179-8fae-fb3694a51d18,Garissa,fd49554f-34b3-4cde-b29e-f1e68c8a23e7,a38acb8b-e33a-4c89-8972-fe7f0e8901ee
024c65ae-8b52-4764-9dd4-bc351bd48e19,Sandpoint,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,0f43891f-9288-4e28-902d-58e38e1d94a3
02515f49-6a8b-45c9-b502-2843867e53a1,Rio Grande,4fe8285e-261d-4565-9f81-8d1a71308690,05dce309-5f13-4064-b42b-9a4a3b56b95d
0266dad4-1b66-4190-bae9-012c73c9f026,Scammon Bay,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,3f949848-5637-4730-8db9-e6576577f2e5
026c0a29-1999-44f2-9c44-1b50c05c07a7,Carcassonne,691cae91-74e8-4351-8510-25268d488e64,021eaae8-9154-45f6-a287-8e9a3bd217c7
026ddf48-b605-4270-bc68-8825ab514028,Changuinola,d3838f72-9096-4162-aa6d-7e42f287bd9e,c7e79e43-0bef-4be8-b560-253cf83c05e8
0270f339-3f65-4ab2-9cd4-a1c195023c7f,Kasigluk,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,3f949848-5637-4730-8db9-e6576577f2e5
0286a9bb-7161-4dbc-8673-35c99f6a2fd7,Daly River Mission,d00cfc12-2868-44a2-9117-208ed742ce32,46738111-6eec-453d-b293-8da304b9cc30
029a1caf-e3dd-4d72-8eea-19f795f6a4d8,Merritt Island,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,0aa86eb5-c018-4494-9568-a4b2e2d62f60
029f2cde-e180-4e93-b01f-7cecf47a3b35,Cochabamba,5cb55f1e-d8c2-4cbc-978b-2b31128434ef,037b4c84-684f-4264-afa7-febee5d6a21a
02a8943d-beb8-419f-a9d7-eb60ed0ee43a,Tufi,e5128f3a-2f34-4b68-bcc1-bdf4ebe20f8b,b26907b5-59b8-46f2-908a-8f3daf675366
02b866a5-c0fc-45d6-8519-394f83106f39,Allakaket,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,076f878b-2584-4457-bac2-049f18425585
02c61098-d925-4a00-9eac-04e7ed072d9c,Nanded,919c0c2d-d7c9-4b26-95cb-8d63826f99c6,25ba394e-c686-4103-b217-7b9cf0021b09
02d59796-e6ce-45a6-b06d-6d06454967b0,Palopo,087a6fdf-22d9-4c1f-976b-c208a227d77c,070468da-c26f-4cc8-9d47-aee0bfa8dd32
02e1606c-2b97-4fbe-bfea-6db0ce2adf6e,Zephyrhills,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,0aa86eb5-c018-4494-9568-a4b2e2d62f60
02e2afaa-38dd-45b7-bb0c-4e6eee91ed16,Muara Bungo,087a6fdf-22d9-4c1f-976b-c208a227d77c,09d80238-2453-4c52-a98d-12f957074c92
02ea7ecf-1111-4c2c-8bc6-9dfff5fe3080,Tarakan,087a6fdf-22d9-4c1f-976b-c208a227d77c,070468da-c26f-4cc8-9d47-aee0bfa8dd32
02f02efa-7bae-4934-bcb3-6ee9e170cf35,Emerald,d00cfc12-2868-44a2-9117-208ed742ce32,11e664a6-dc71-477f-94bf-19b21994a25f
02f39705-d410-4796-938e-e4b13b4a9e23,Saint Eustatius,de46c9a5-7b27-4b51-a513-1530fb28ba69,4acd30ce-0a8c-4a4e-9cd5-9617ddaf97d7
02fb38c4-1426-499a-86e8-5dffbd6c7f8c,Gallivare,0d1857a9-fea1-4aae-b24a-40f4846a34c0,054c8592-ac5a-4976-b0cc-54fb3ccbf69b
0301fcbe-5fad-4c48-9408-16b21ce858e3,Lijiang,b65c4300-146f-4fa2-a753-cb4fd8d699de,3379bd65-976b-448d-a083-b591b2751781
03135c98-0d9a-4e86-a1b0-9146a136b45b,Kuusamo,c2e287e9-453b-4875-bf90-0de52f53b13d,f48a31f7-7a4b-4bed-9dbd-89530a0fd793
03258095-cd5c-499e-96fd-fc48a0020736,Kalbarri,d00cfc12-2868-44a2-9117-208ed742ce32,048ce447-aa58-462c-b8a7-3e618aff2b44
03393e78-e218-4619-80ed-8af2620a9e65,Sharjah,fd24b487-a1ce-4832-a505-a7afcdfc50b3,28f5775c-2322-46b4-a4ff-4aefd8bf49a4
03573927-4003-4122-ab69-acba47af5d35,San Felipe,297af37d-e2dc-47d6-81ce-70c984b52763,a2f73aad-b1af-433c-ba64-9d54d33faeef
03606b9e-01e4-4542-8695-a6b6142bd1c5,Rome,62bc6c31-519c-4378-933f-f1440e26f4ec,01be7650-a682-4d3c-ba8a-8be0ba2462d7
03720198-3e7b-4632-8c37-22fca4fd9ef7,Biarritz,691cae91-74e8-4351-8510-25268d488e64,021eaae8-9154-45f6-a287-8e9a3bd217c7
03721926-65a9-4f8d-ae3e-28b425ac9063,Nullagine,d00cfc12-2868-44a2-9117-208ed742ce32,048ce447-aa58-462c-b8a7-3e618aff2b44
0390e38e-78ec-4b74-b94a-eda6ae4fd22f,Gaithersburg,a48e0f34-c02c-4e2d-9778-eaf2faf3f3a6,0aa86eb5-c018-4494-9568-a4b2e2d62f60
